seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
780723765 951709754 17701
712862781 192684412 27977
143483687 411185831 33900
864112810 954283778 36134
894282621 468360407 34288
951677637 905347049 27253
557323255 584892783 39868
727048972 867306375 32840
367462914 718924684 17545
278001277 398899336 26836
869208455 225597524 15519
723350376 898244460 24259
221758636 710832143 41469
198846088 831940047 19150
400236130 837272034 21384
222943822 602569544 14301
945024753 682053368 16979
558230019 982525046 18193
184466705 266158909 24023
837067476 128139502 20512
432429252 152212310 12527
279636003 839248649 22226
733111577 239002283 12323
316028545 142120431 17769
205262906 121848617 48597
217958165 108310747 21255
184969775 249577910 21706
145229128 938464083 36739
977799340 955665262 30856
557478273 972724538 19857
357699967 333279421 23697
441859894 513538714 21585
177647434 137275607 17640
695488023 172874934 18404
399865879 309572274 36198
129245960 554396328 37770
844882934 354124004 33280
392632732 181572622 40927
397528051 235529801 36697
709123940 500445752 42470
459277529 169773756 22050
248416726 509480982 44124
201221965 548133883 12044
272923676 763233183 43877
598226951 424878195 24303
763772128 620346881 49624
321303639 310282435 36707
349169759 117427383 23628
243046590 531727800 17983
507227344 391860592 20818
860535826 749338396 42757
967037561 581276724 49979
773872212 315593078 31712
910716261 465277962 41651
481579026 194078532 27787
621729667 704358315 20211
676124877 609366405 38169
648617674 306540201 39204
923507539 687802051 10142
160869940 933621213 19328
978363777 242417845 33355
347393752 329403704 41053
443995425 254304791 20372
187292297 557914159 37515
531542020 727191624 19279
107923927 948369540 24195
495625265 221968078 42324
783357062 153074844 42040
414100283 246982409 19620
865015847 735422906 29001
712070405 721102189 14763
192603598 254039451 36224
178967114 611106095 36613
157058713 105264888 23455
832330811 344574237 36431
647395241 420038143 18107
249517531 704733155 18419
512653928 930107335 12046
253737407 724048675 21345
876404015 985318990 30125
839072815 338931045 43861
100021459 448748603 12172
483705129 846724425 48212
950115682 847468731 31424
345309109 136307968 12328
807180781 275868570 32962
892460346 856518056 47147
870574781 392803071 22163
176885826 325624208 37960
173252490 558221469 14510
352408872 171681663 45596
283001951 299551447 29284
931650897 187344029 19967
154966846 838130937 40060
857618536 728032942 36918
330322284 169524470 49494
301388054 967095668 12647
917624337 886087613 43356
588169174 364174161 33640
279390707 233293100 46680
653780385 381637331 29923
158548885 431893154 35761
832464755 894145274 33216
350052837 383426623 38875
881460222 868401228 33146
932513918 753382861 14631
921738179 586608837 12970
545342491 998505306 24162
214238786 842307938 18369
463614887 920023502 23271
850592659 809176178 49489
851428207 745579961 31827
265409699 858395316 36719
460150479 500596977 31193
904690107 630602093 37138
484565374 561735114 46226
481893745 354082068 37611
766966597 477039650 42854
982897656 930205943 38996
574234993 302020331 22699
576629653 258325193 26427
703384500 399157330 12974
544036063 567701472 33749
160233729 588471487 17807
413147493 189875840 44489
722088560 856135483 12975
479600390 583455879 15501
555248839 279615077 29912
779772678 689278729 48842
532304709 293826119 20076
943281965 533532851 26316
615951810 468784249 45332
245372262 236633732 19795
242979747 603095032 16152
841020070 965038442 43793
489800718 776035191 10746
500157276 725558916 22540
797728802 389826079 46391
778371214 360636041 41034
258046040 921327274 39593
132360253 491210265 31594
415198253 500792062 10639
862163342 434145985 12063
222274516 398169079 30930
747052768 373887466 27855
319204550 391077329 19880
435724583 778488713 21554
909110729 309967555 12723
883944640 248283065 43034
713023924 396421140 14518
892435613 321000506 32569
213179984 890421981 25969
753262369 650141905 22320
872854510 679405818 13041
650588906 831507045 15938
175073937 202573432 46780
545869675 925219769 47026
284140180 960141618 11196
525521469 717788282 46296
392278912 646872733 43171
329920239 761764962 49399
152086271 425087791 14169
971165461 642814292 37807
217235023 994961263 15352
401212701 726190176 39521
772428349 375064031 29744
237061064 579641453 10532
596063432 769925469 14186
218286809 380641032 40049
474081888 605106516 16119
323566855 155254022 14462
250314811 403588225 21277
421459132 951999088 26950
350155770 202499404 48989
335053160 609748932 37884
900403849 147579763 37083
614254816 394965238 24818
490860805 682701391 38342
704244402 831685317 12019
954010147 188654229 29190
596487359 758729969 45597
109729622 266719843 41123
424926248 293714900 36616
261079254 517529145 34142
367676944 572338897 25781
997322315 635546761 21865
967198760 336454796 34263
211333277 825919522 22460
291687798 926417823 24752
146027159 839084724 17373
796193438 969242245 32462
661679204 913964040 39071
543937825 667508431 17031
275570696 155465688 15506
785506485 832666301 39119
342478060 365220479 24310
206273963 227003128 20886
223586404 431833721 29449
206453954 582740150 18998
303586968 712757245 41977
346429407 717708375 29050
775291039 785021193 31130
620356105 714278646 39906
163704949 340256215 23519
865377482 580913770 46138
905671691 339888513 38123
270706404 202146118 33319
170075145 861361229 21787
155509957 903718457 20784
499802870 667880173 26979
503402392 778359414 13637
819701052 404787590 22024
829214795 245128467 14665
612781988 788131962 36094
480208192 541406618 28083
669654781 274918607 36537
194910628 280387545 28169
288367133 839593205 23437
494196105 528909593 38818
341345876 540821160 47276
117380097 760250045 37180
216020431 245076404 14974
424725213 113442220 24774
671173265 930734122 49702
144755885 170115637 31972
206138003 252776786 24215
883750030 214168640 30426
148137009 838893168 28541
663619084 413285923 33295
318572704 855799753 30124
357169517 838040844 28477
720880904 332744877 15686
360177855 869622002 16527
379858479 226218834 41278
492882285 440923506 27530
387192410 856370882 49288
559543606 856433075 10914
838473080 586984185 39142
760509625 566938086 39032
464199187 192725283 36530
626811398 796449238 10619
143390106 178835690 48883
891693636 351832689 34610
845094930 192786625 27129
427493587 110783494 15972
947732409 618777514 17214
485742268 229541650 37618
256327029 422776161 30770
118528017 961779208 39778
129558435 165700456 21337
979980814 224224555 41588
741159766 745902883 15055
893049280 184745173 15189
163042192 598061515 31620
531845792 668101934 13118
760006389 677299740 44715
427969824 418924820 11892
942551561 824918420 21921
131848297 542126532 18341
760888468 291660301 13816
999522213 898123286 45943
541835138 222027702 14352
206630269 410672056 14801
547186693 509051576 22714
179136171 965937658 35248
679751895 559603813 31498
480380665 807205102 43909
274683465 482741512 33371
204284515 607792558 11861
872606653 405321929 18969
536024787 155272295 26785
236720622 561639604 41332
906982864 832783027 29242
662339359 169825869 29066
473047156 754778694 11782
151908310 950666566 19113
974028304 174436842 19378
495125461 770402584 12791
119013069 820418426 18086
526955260 462396053 24844
693888520 493999209 19122
883378585 491624686 46157
404303047 105613912 49379
934364900 642315980 10374
521247420 839988489 41132
896558037 807367576 27592
415505684 729388230 47605
197275036 186535719 31429
293529544 978801414 41304
704277244 148634014 43606
186368694 653642209 33277
173235403 885351330 27214
567757449 440284439 43168
781877616 866538220 32558
483678879 866741969 48805
406001498 480208272 19051
734859408 869519422 33457
635855180 433566977 36112
807433115 915305631 46327
622705938 381686650 40483
691666980 368451614 13193
968175777 846003015 23104
411788615 481553843 27753
865232211 476974667 21168
105030167 362013207 13206
136173184 952709698 23408
445312896 352469400 36432
687729593 635255877 29364
211149689 237311847 36891
494333065 723202261 29586
405346339 129846868 27598
645504626 490448533 34460
776932535 426821213 33178
113650709 196064983 15843
347696563 238310040 11795
100556532 812459792 16440
167380605 752124468 13503
214735899 934367992 45672
440784496 655071460 19127
551578900 110605438 18814
441088241 652538574 15345
658366756 387126577 19600
859629937 111289347 44368
439644798 160187605 12511
566177416 637537677 25623
676612877 603509904 32598
225743551 915040785 46488
677436853 505928838 46763
541732314 994781333 15464
754682262 133372093 27969
124446152 842657658 40341
524060940 690844985 36845
490104842 460966369 42568
173272863 347914899 30130
216821128 729229832 12166
321869514 174568620 28791
784204227 232106434 24131
514431284 656143405 19615
920904309 643039219 39111
924617683 827313010 12278
977112149 609791608 29897
263089766 669851670 36006
215268539 874766738 19939
559607373 459381904 43655
909464959 858791373 18721
302634130 672382997 33509
405722929 367649647 17056
340644658 826986348 19971
993956423 895388577 25768
144058405 692294584 27788
381314880 731034567 17519
437501101 735471571 27030
431421087 713651434 40469
700504595 538085981 35690
651709088 611369127 44436
612168886 780433410 41589
498455239 521026393 26463
493835958 424052448 21106
518256454 622657047 19600
534699323 367278520 34794
829538402 638961581 49815
398830223 476244635 33759
752734031 102181550 28852
109673669 688258582 33567
828920951 118994659 27422
178683793 765798252 35709
452993328 757252170 34685
740311089 305051291 30499
408556055 892633094 33817
448980227 334505059 10559
400557559 972414650 36157
984318356 461789232 18345
235057897 189828573 23034
364653481 204496316 19597
242733617 785408710 45719
550948640 290271392 21404
142972063 536880729 25759
531970044 629299852 44430
393741470 722502986 27019
373882461 189975411 30988
438435059 128088324 32120
282052243 802833517 25235
415970004 538749600 40215
554157396 957757151 20681
415139221 980996894 13041
994088925 540672397 46362
774297073 199422747 25320
759034459 230871902 21066
121171698 509256694 13191
939712589 638281634 27077
754690940 794586280 28969
357546587 216616303 25588
855618588 709276655 27641
405514092 867442627 24678
398902774 547654765 14810
918557016 836859105 19917
718783760 806308303 30720
708391821 933238386 19961
479192698 598432391 11933
803053225 553374602 16566
321741721 973866051 16052
210112293 587213793 12726
703515289 654692234 36598
316664688 342693153 35639
805789607 328815395 36814
494549740 816846338 18910
745003807 600068356 45482
125179105 753896502 42943
108461418 714472606 36570
837717845 627532551 22650
840837153 333373216 10605
212619065 530576116 22451
925533134 472404516 43016
705515091 663374843 16450
958839746 375107052 19236
758436675 616931452 17925
549152767 762652226 16682
642927324 119645784 39491
432133853 152739971 22594
344956262 103125408 32433
718404686 769261951 16846
908104488 150784872 15365
434956250 363553766 15699
527710956 801096185 11816
861067354 775192126 49223
727633968 563706795 29210
449217062 602000072 11689
551299093 951624734 16450
481197532 386646329 36225
545469343 167397319 17366
867266581 443933986 29165
122522405 488258259 36151
707588700 568598234 22394
990385933 302584451 38530
866357854 357268860 35000
741715526 308002789 19946
715447895 235442243 34783
433363511 253443746 46749
618107051 137965088 22432
627641179 882559354 49714
144353392 489950396 13981
686495306 464446688 39253
631231122 503549881 34806
811155617 651232400 28913
602086355 728082108 35344
406414908 615521350 20063
473378502 858639253 30409
223508880 423371900 12898
740881664 113051163 49683
920585494 110325574 19725
638710207 257286227 22793
993612434 429768085 28819
508440985 764832511 11462
363210651 639881354 29517
865547907 320932322 49285
866221680 956956746 48792
532500650 581919687 11762
513753861 408724140 47575
247322477 487407814 39400
779444761 193922394 13722
732943402 804987499 29150
968132894 822170919 40825
249336007 157069306 29714
890828833 230181220 42729
583426214 350718509 23916
235328220 962150066 26958
933672440 335481643 22694
896543231 193194137 22734
304363556 978055501 23480
173630908 139524735 18792
905733557 653780313 49624
854791252 329814358 48737
720194855 687288165 32993
343020360 771650453 41099
265614386 934895451 23908
545327154 851122046 43927
264572999 589859496 37845
333852177 202274761 11181
807695884 729781690 42234
275656443 348573698 15157
893515041 339135067 42581
752852581 802770260 11051
450925850 278763492 11512
254871867 895632973 27704
520658921 179869769 16029
452358254 307682536 19929
155746513 466390281 17216
457125998 329641103 39282
187521515 923740054 28552
765176346 688557759 48934
261103924 528079166 11265
991153853 459447542 27029
727014442 984446245 48561
651076876 983753805 28447
466176878 114201580 17892
514759475 499430042 32197
508394667 615468182 21261
507368685 798806575 18375
778366521 722137699 25510
258006035 330053571 22298
269847167 937758939 33113
348596430 187783383 27113
196013315 405214074 13914
117357898 291880693 20366
620349464 236229022 12952
505595255 908075238 15954
924290527 309757410 23617
441226735 717237746 33574
160399631 477673720 29083
205043877 559972039 12154
119632180 991156846 20204
810507713 852489409 27643
374318664 120175395 31472
146073942 687976465 49440
710374021 330703036 18002
767537965 222877637 33542
974055203 339053759 38766
428354730 985467766 45805
587261315 756641689 14108
115388448 660529394 23277
153188607 302641714 14605
208231428 931133046 47665
315351223 600548413 47988
837783383 950587856 13967
546337081 384656752 29160
320726749 837700873 10583
880263490 574756041 18920
622553553 332190692 33375
456333379 442990408 39373
791019261 384377058 19194
978829149 896972939 41031
229001976 240445311 34062
144062728 693181495 28274
465741925 676429994 33801
143875459 428992397 31206
605860379 204282685 48499
779675364 878498540 16153
897512700 176716296 39019
548049663 644308420 39782
324197789 997672561 45686
125718720 770893556 32178
868892739 382435892 40948
244773433 486597381 33770
930328294 860642265 29279
476839173 697428758 14360
293532851 103814438 17779
871190976 886853184 48898
956023170 986368864 23513
574159632 798113080 14795
415055572 485626454 16695
743592388 585748561 27086
103590412 241374726 30959
111645081 802440300 48333
